district,year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),Crop,State
medinipur west, 2016,Rabi,12379.0,9736.0,0.7864932547055498,Rapeseed &Mustard,West Bengal
medinipur west, 2017,Rabi,10251.0,9594.0,0.935908691834943,Rapeseed &Mustard,West Bengal
medinipur west, 2018,Rabi,10907.0,10241.0,0.9389382965068304,Rapeseed &Mustard,West Bengal
medinipur west, 2019,Rabi,13529.0,13683.0,1.011382955133417,Rapeseed &Mustard,West Bengal
murshidabad, 1997,Whole Year,49527.0,41810.0,0.8441859995557979,Rapeseed &Mustard,West Bengal
murshidabad, 1998,Rabi,53586.0,44490.0,0.8302541708655246,Rapeseed &Mustard,West Bengal
murshidabad, 1999,Rabi,56124.0,47653.0,0.8490663530753332,Rapeseed &Mustard,West Bengal
murshidabad, 2000,Rabi,64987.0,67030.0,1.031437056642098,Rapeseed &Mustard,West Bengal
murshidabad, 2001,Rabi,63005.0,54329.0,0.8622966431235616,Rapeseed &Mustard,West Bengal
murshidabad, 2002,Rabi,62031.0,51270.0,0.826522222759588,Rapeseed &Mustard,West Bengal
murshidabad, 2003,Rabi,77506.0,81297.0,1.048912342270276,Rapeseed &Mustard,West Bengal
murshidabad, 2004,Rabi,76078.0,64526.0,0.8481558400588869,Rapeseed &Mustard,West Bengal
murshidabad, 2005,Rabi,77281.0,82342.0,1.065488283019112,Rapeseed &Mustard,West Bengal
murshidabad, 2006,Rabi,77448.0,71277.0,0.9203207313294082,Rapeseed &Mustard,West Bengal
murshidabad, 2007,Rabi,79426.0,76599.0,0.9644071210938484,Rapeseed &Mustard,West Bengal
murshidabad, 2008,Rabi,83585.0,65269.0,0.7808697732846802,Rapeseed &Mustard,West Bengal
murshidabad, 2009,Rabi,83151.0,111039.0,1.335389832954504,Rapeseed &Mustard,West Bengal
murshidabad, 2010,Rabi,88694.0,97736.0,1.101946016641487,Rapeseed &Mustard,West Bengal
murshidabad, 2011,Rabi,81411.0,81182.0,0.9971871123066908,Rapeseed &Mustard,West Bengal
murshidabad, 2012,Rabi,87108.0,94679.0,1.086915093906415,Rapeseed &Mustard,West Bengal
murshidabad, 2013,Rabi,87179.0,95886.0,1.099874969889538,Rapeseed &Mustard,West Bengal
murshidabad, 2014,Rabi,88628.0,104301.0,1.176840276210678,Rapeseed &Mustard,West Bengal
murshidabad, 2015,Rabi,95206.0,112029.0,1.176701048253261,Rapeseed &Mustard,West Bengal
murshidabad, 2016,Rabi,92145.0,121203.0,1.315350805795214,Rapeseed &Mustard,West Bengal
murshidabad, 2017,Rabi,129259.0,167336.0,1.294579100874987,Rapeseed &Mustard,West Bengal
murshidabad, 2018,Rabi,127044.0,149990.0,1.180614590220711,Rapeseed &Mustard,West Bengal
murshidabad, 2019,Rabi,113670.0,135863.0,1.195240608779801,Rapeseed &Mustard,West Bengal
nadia, 1997,Whole Year,67792.0,55040.0,0.8118952088742034,Rapeseed &Mustard,West Bengal
nadia, 1998,Rabi,71682.0,54370.0,0.7584888814486203,Rapeseed &Mustard,West Bengal
nadia, 1999,Rabi,66464.0,52815.0,0.7946407077515648,Rapeseed &Mustard,West Bengal
nadia, 2000,Rabi,81569.0,72620.0,0.890289203006044,Rapeseed &Mustard,West Bengal
nadia, 2001,Rabi,83099.0,54206.0,0.652306285274191,Rapeseed &Mustard,West Bengal
nadia, 2002,Rabi,85437.0,76789.0,0.8987792174350692,Rapeseed &Mustard,West Bengal
nadia, 2003,Rabi,83598.0,79825.0,0.9548673413239552,Rapeseed &Mustard,West Bengal
nadia, 2004,Rabi,83576.0,65425.0,0.7828204269168182,Rapeseed &Mustard,West Bengal
nadia, 2005,Rabi,79232.0,71354.0,0.9005704765751211,Rapeseed &Mustard,West Bengal
nadia, 2006,Rabi,79609.0,69148.0,0.8685952593299753,Rapeseed &Mustard,West Bengal
nadia, 2007,Rabi,76982.0,68108.0,0.8847262996544647,Rapeseed &Mustard,West Bengal
nadia, 2008,Rabi,63379.0,51776.0,0.8169267422963442,Rapeseed &Mustard,West Bengal
nadia, 2009,Rabi,63286.0,69633.0,1.100290743608381,Rapeseed &Mustard,West Bengal
nadia, 2010,Rabi,72847.0,74915.0,1.028388265817398,Rapeseed &Mustard,West Bengal
nadia, 2011,Rabi,72224.0,68514.0,0.9486320336730172,Rapeseed &Mustard,West Bengal
nadia, 2012,Rabi,86465.0,103175.0,1.193257387382178,Rapeseed &Mustard,West Bengal
nadia, 2013,Rabi,77153.0,90771.0,1.176506422303734,Rapeseed &Mustard,West Bengal
nadia, 2014,Rabi,78893.0,96032.0,1.217243608431673,Rapeseed &Mustard,West Bengal
nadia, 2015,Rabi,77049.0,92784.0,1.204220690729276,Rapeseed &Mustard,West Bengal
nadia, 2016,Rabi,71222.0,85329.0,1.198070820813794,Rapeseed &Mustard,West Bengal
nadia, 2017,Rabi,87891.0,94411.0,1.074182794597854,Rapeseed &Mustard,West Bengal
nadia, 2018,Rabi,87654.0,99469.0,1.134791338672508,Rapeseed &Mustard,West Bengal
nadia, 2019,Rabi,88518.0,89682.0,1.013149867823494,Rapeseed &Mustard,West Bengal
paschim bardhaman, 2016,Rabi,740.0,625.0,0.8445945945945946,Rapeseed &Mustard,West Bengal
paschim bardhaman, 2017,Rabi,715.0,726.0,1.015384615384615,Rapeseed &Mustard,West Bengal
paschim bardhaman, 2018,Rabi,1209.0,1023.0,0.8461538461538461,Rapeseed &Mustard,West Bengal
paschim bardhaman, 2019,Rabi,2565.0,2436.0,0.9497076023391812,Rapeseed &Mustard,West Bengal
purba bardhaman, 1997,Whole Year,26483.0,19660.0,0.7423630253370086,Rapeseed &Mustard,West Bengal
purba bardhaman, 1998,Rabi,26269.0,20240.0,0.7704899310974913,Rapeseed &Mustard,West Bengal
purba bardhaman, 1999,Rabi,34280.0,30527.0,0.8905192532088682,Rapeseed &Mustard,West Bengal
purba bardhaman, 2000,Rabi,49270.0,51920.0,1.053785264867059,Rapeseed &Mustard,West Bengal
purba bardhaman, 2001,Rabi,50273.0,37606.0,0.7480357249418177,Rapeseed &Mustard,West Bengal
purba bardhaman, 2002,Rabi,42206.0,36224.0,0.8582665971662796,Rapeseed &Mustard,West Bengal
purba bardhaman, 2003,Rabi,46452.0,41867.0,0.9012959614225436,Rapeseed &Mustard,West Bengal
purba bardhaman, 2004,Rabi,46468.0,31031.0,0.6677928897305673,Rapeseed &Mustard,West Bengal
purba bardhaman, 2005,Rabi,29182.0,27536.0,0.9435953670070591,Rapeseed &Mustard,West Bengal
purba bardhaman, 2006,Rabi,28933.0,21334.0,0.7373587253309369,Rapeseed &Mustard,West Bengal
purba bardhaman, 2007,Rabi,25630.0,21795.0,0.850370659383535,Rapeseed &Mustard,West Bengal
purba bardhaman, 2008,Rabi,27097.0,19885.0,0.7338450751005646,Rapeseed &Mustard,West Bengal
purba bardhaman, 2009,Rabi,25480.0,24067.0,0.9445447409733124,Rapeseed &Mustard,West Bengal
purba bardhaman, 2010,Rabi,20278.0,20091.0,0.9907781832527862,Rapeseed &Mustard,West Bengal
purba bardhaman, 2011,Rabi,20283.0,17572.0,0.8663412710151358,Rapeseed &Mustard,West Bengal
purba bardhaman, 2012,Rabi,21844.0,25507.0,1.167689067936275,Rapeseed &Mustard,West Bengal
purba bardhaman, 2013,Rabi,23213.0,23517.0,1.013096109938397,Rapeseed &Mustard,West Bengal
purba bardhaman, 2014,Rabi,22320.0,22087.0,0.9895609318996416,Rapeseed &Mustard,West Bengal
purba bardhaman, 2015,Rabi,23958.0,22997.0,0.959888137574088,Rapeseed &Mustard,West Bengal
purba bardhaman, 2016,Rabi,23288.0,22895.0,0.9831243558914462,Rapeseed &Mustard,West Bengal
purba bardhaman, 2017,Rabi,31910.0,34325.0,1.075681604512692,Rapeseed &Mustard,West Bengal
purba bardhaman, 2018,Rabi,32985.0,34801.0,1.055055328179475,Rapeseed &Mustard,West Bengal
purba bardhaman, 2019,Rabi,34658.0,38502.0,1.110912343470483,Rapeseed &Mustard,West Bengal
purulia, 1997,Whole Year,803.0,580.0,0.7222914072229141,Rapeseed &Mustard,West Bengal
purulia, 1998,Rabi,580.0,300.0,0.5172413793103449,Rapeseed &Mustard,West Bengal
purulia, 1999,Rabi,683.0,535.0,0.7833089311859444,Rapeseed &Mustard,West Bengal
purulia, 2000,Rabi,456.0,440.0,0.9649122807017544,Rapeseed &Mustard,West Bengal
purulia, 2001,Rabi,427.0,,0.0,Rapeseed &Mustard,West Bengal
purulia, 2002,Rabi,522.0,,0.0,Rapeseed &Mustard,West Bengal
purulia, 2003,Rabi,1316.0,860.0,0.6534954407294833,Rapeseed &Mustard,West Bengal
purulia, 2004,Rabi,1286.0,873.0,0.6788491446345256,Rapeseed &Mustard,West Bengal
purulia, 2005,Rabi,2202.0,1621.0,0.7361489554950046,Rapeseed &Mustard,West Bengal
purulia, 2006,Rabi,4743.0,2525.0,0.5323634830276196,Rapeseed &Mustard,West Bengal
purulia, 2007,Rabi,1519.0,711.0,0.468071099407505,Rapeseed &Mustard,West Bengal
purulia, 2008,Rabi,1235.0,623.0,0.5044534412955466,Rapeseed &Mustard,West Bengal
purulia, 2009,Rabi,904.0,664.0,0.7345132743362832,Rapeseed &Mustard,West Bengal
purulia, 2010,Rabi,886.0,542.0,0.6117381489841986,Rapeseed &Mustard,West Bengal
purulia, 2011,Rabi,946.0,652.0,0.6892177589852009,Rapeseed &Mustard,West Bengal
purulia, 2012,Rabi,820.0,571.0,0.6963414634146341,Rapeseed &Mustard,West Bengal
purulia, 2013,Rabi,3187.0,3153.0,0.9893316598682146,Rapeseed &Mustard,West Bengal
purulia, 2014,Rabi,1885.0,1508.0,0.8,Rapeseed &Mustard,West Bengal
purulia, 2015,Rabi,1165.0,786.0,0.6746781115879829,Rapeseed &Mustard,West Bengal
purulia, 2016,Rabi,1409.0,1126.0,0.7991483321504613,Rapeseed &Mustard,West Bengal
purulia, 2017,Rabi,4674.0,4130.0,0.8836114676936243,Rapeseed &Mustard,West Bengal
purulia, 2018,Rabi,3278.0,3147.0,0.9600366076876145,Rapeseed &Mustard,West Bengal
purulia, 2019,Rabi,4959.0,3952.0,0.7969348659003831,Rapeseed &Mustard,West Bengal
24 paraganas north, 1997,Autumn,15017.0,33840.0,2.253446094426317,Rice,West Bengal
24 paraganas north, 1997,Summer,98044.0,269690.0,2.750703765656236,Rice,West Bengal
24 paraganas north, 1997,Winter,193202.0,381990.0,1.977153445616505,Rice,West Bengal
24 paraganas north, 1998,Autumn,21417.0,45870.0,2.141756548536209,Rice,West Bengal
24 paraganas north, 1998,Summer,114251.0,425881.0,3.727591005768002,Rice,West Bengal
24 paraganas north, 1998,Winter,199701.0,391190.0,1.958878523392472,Rice,West Bengal
24 paraganas north, 1999,Autumn,25760.0,60990.0,2.367624223602484,Rice,West Bengal
24 paraganas north, 1999,Summer,112461.0,345460.0,3.071820453312704,Rice,West Bengal
24 paraganas north, 1999,Winter,192944.0,423850.0,2.196751389004064,Rice,West Bengal
24 paraganas north, 2000,Autumn,28438.0,47660.0,1.675926577115128,Rice,West Bengal
24 paraganas north, 2000,Summer,109077.0,341715.0,3.132786930333618,Rice,West Bengal
24 paraganas north, 2000,Winter,136439.0,251580.0,1.843900937415255,Rice,West Bengal
24 paraganas north, 2001,Autumn,32824.0,75912.0,2.312698025834755,Rice,West Bengal
24 paraganas north, 2001,Summer,100153.0,316329.0,3.158457559933302,Rice,West Bengal
24 paraganas north, 2001,Winter,198499.0,463190.0,2.333462637091371,Rice,West Bengal
24 paraganas north, 2002,Autumn,17781.0,39008.0,2.193802373319836,Rice,West Bengal
24 paraganas north, 2002,Summer,88692.0,276560.0,3.118206828124295,Rice,West Bengal
24 paraganas north, 2002,Winter,180898.0,436010.0,2.410253291910359,Rice,West Bengal
24 paraganas north, 2003,Autumn,13747.0,33482.0,2.435585946024587,Rice,West Bengal
24 paraganas north, 2003,Summer,83792.0,265326.0,3.16648367385908,Rice,West Bengal
24 paraganas north, 2003,Winter,169933.0,402803.0,2.370363613894888,Rice,West Bengal
24 paraganas north, 2004,Autumn,18746.0,42098.0,2.245705750560119,Rice,West Bengal
24 paraganas north, 2004,Summer,89345.0,276187.0,3.091241815434552,Rice,West Bengal
24 paraganas north, 2004,Winter,157096.0,368303.0,2.344445434638692,Rice,West Bengal
24 paraganas north, 2005,Autumn,18148.0,43726.0,2.409411505400044,Rice,West Bengal
24 paraganas north, 2005,Summer,96675.0,283954.0,2.937201965347815,Rice,West Bengal
24 paraganas north, 2005,Winter,162284.0,389682.0,2.401234872199354,Rice,West Bengal
24 paraganas north, 2006,Autumn,17719.0,46279.0,2.611829109994921,Rice,West Bengal
24 paraganas north, 2006,Summer,89707.0,271884.0,3.030800271996611,Rice,West Bengal
24 paraganas north, 2006,Winter,170626.0,407810.0,2.390081230293156,Rice,West Bengal
24 paraganas north, 2007,Autumn,20861.0,44993.0,2.156799769905565,Rice,West Bengal
24 paraganas north, 2007,Summer,95528.0,294718.0,3.085147810066159,Rice,West Bengal
24 paraganas north, 2007,Winter,157175.0,404941.0,2.576370287895658,Rice,West Bengal
24 paraganas north, 2008,Autumn,22083.0,59411.0,2.690350043019517,Rice,West Bengal
24 paraganas north, 2008,Summer,95232.0,271409.0,2.849976898521505,Rice,West Bengal
24 paraganas north, 2008,Winter,157226.0,406213.0,2.583624845763423,Rice,West Bengal
24 paraganas north, 2009,Autumn,18839.0,50488.0,2.679972397685652,Rice,West Bengal
24 paraganas north, 2009,Summer,88725.0,276708.0,3.118715131022823,Rice,West Bengal
24 paraganas north, 2009,Winter,127578.0,331194.0,2.596011851573155,Rice,West Bengal
24 paraganas north, 2010,Autumn,18514.0,42008.0,2.268985632494329,Rice,West Bengal
24 paraganas north, 2010,Summer,77633.0,261587.0,3.369533574639651,Rice,West Bengal
24 paraganas north, 2010,Winter,127578.0,302957.0,2.374680587562119,Rice,West Bengal
24 paraganas north, 2011,Autumn,15789.0,42918.0,2.718221546646399,Rice,West Bengal
24 paraganas north, 2011,Summer,71962.0,225593.0,3.134890636724938,Rice,West Bengal
24 paraganas north, 2011,Winter,133756.0,329019.0,2.45984479200933,Rice,West Bengal
24 paraganas north, 2012,Autumn,13891.0,36080.0,2.597365200489526,Rice,West Bengal
24 paraganas north, 2012,Summer,70500.0,249051.0,3.532638297872341,Rice,West Bengal
24 paraganas north, 2012,Winter,133093.0,364032.0,2.735170144184893,Rice,West Bengal
24 paraganas north, 2013,Autumn,16286.0,46047.0,2.827397764951492,Rice,West Bengal
24 paraganas north, 2013,Summer,70880.0,231275.0,3.26290914221219,Rice,West Bengal
24 paraganas north, 2013,Winter,131943.0,391081.0,2.9640147639511,Rice,West Bengal
24 paraganas north, 2014,Autumn,15876.0,42913.0,2.703010833963215,Rice,West Bengal
24 paraganas north, 2014,Summer,70898.0,239229.0,3.374270078140427,Rice,West Bengal
24 paraganas north, 2014,Winter,139767.0,401623.0,2.873518069358289,Rice,West Bengal
24 paraganas north, 2015,Autumn,17924.0,49687.0,2.772093282749386,Rice,West Bengal
24 paraganas north, 2015,Summer,72439.0,240017.0,3.313367108877814,Rice,West Bengal
24 paraganas north, 2015,Winter,139946.0,389749.0,2.784995641175882,Rice,West Bengal
24 paraganas north, 2016,Autumn,20136.0,54174.0,2.690405244338498,Rice,West Bengal
24 paraganas north, 2016,Summer,61123.0,211172.0,3.454869688987779,Rice,West Bengal
24 paraganas north, 2016,Winter,143075.0,400528.0,2.799426874017124,Rice,West Bengal
24 paraganas north, 2017,Autumn,18561.0,54454.0,2.933785895156511,Rice,West Bengal
24 paraganas north, 2017,Summer,63492.0,218404.0,3.43986643986644,Rice,West Bengal
24 paraganas north, 2017,Winter,143736.0,417070.0,2.9016391161574,Rice,West Bengal
24 paraganas north, 2018,Autumn,19550.0,56300.0,2.879795396419437,Rice,West Bengal
24 paraganas north, 2018,Summer,69624.0,249118.0,3.57804779960933,Rice,West Bengal
24 paraganas north, 2018,Winter,142463.0,469611.0,3.296371689491306,Rice,West Bengal
24 paraganas north, 2019,Autumn,18673.0,56325.0,3.016387297167033,Rice,West Bengal
24 paraganas north, 2019,Summer,66443.0,250438.0,3.769215718736361,Rice,West Bengal
24 paraganas north, 2019,Winter,142057.0,361028.0,2.541430552524691,Rice,West Bengal
24 paraganas south, 1997,Autumn,2409.0,5270.0,2.187629721876297,Rice,West Bengal
24 paraganas south, 1997,Summer,54664.0,135730.0,2.482986974974389,Rice,West Bengal
24 paraganas south, 1997,Winter,373220.0,494160.0,1.324044799314078,Rice,West Bengal
24 paraganas south, 1998,Autumn,4337.0,7600.0,1.752363384828222,Rice,West Bengal
24 paraganas south, 1998,Summer,80890.0,241720.0,2.988255655828903,Rice,West Bengal
24 paraganas south, 1998,Winter,363033.0,500380.0,1.378331997366631,Rice,West Bengal
24 paraganas south, 1999,Autumn,5314.0,10920.0,2.054949190816711,Rice,West Bengal
24 paraganas south, 1999,Summer,76997.0,216290.0,2.809070483265582,Rice,West Bengal
24 paraganas south, 1999,Winter,373726.0,705620.0,1.888067728763854,Rice,West Bengal
24 paraganas south, 2000,Autumn,6927.0,12540.0,1.810307492420961,Rice,West Bengal
24 paraganas south, 2000,Summer,83471.0,226170.0,2.709563800601407,Rice,West Bengal
24 paraganas south, 2000,Winter,335463.0,628220.0,1.872695349412603,Rice,West Bengal
24 paraganas south, 2001,Autumn,11309.0,31783.0,2.810416482447608,Rice,West Bengal
24 paraganas south, 2001,Summer,82240.0,235784.0,2.867023346303502,Rice,West Bengal
24 paraganas south, 2001,Winter,336114.0,736064.0,2.18992365685452,Rice,West Bengal
24 paraganas south, 2002,Autumn,14120.0,33419.0,2.366784702549575,Rice,West Bengal
24 paraganas south, 2002,Summer,76088.0,212342.0,2.790742298391336,Rice,West Bengal
24 paraganas south, 2002,Winter,343596.0,694975.0,2.022651602463358,Rice,West Bengal
24 paraganas south, 2003,Autumn,16217.0,34196.0,2.108651415181599,Rice,West Bengal
24 paraganas south, 2003,Summer,77367.0,219865.0,2.841844714154614,Rice,West Bengal
24 paraganas south, 2003,Winter,353858.0,715537.0,2.022102086147551,Rice,West Bengal
24 paraganas south, 2004,Autumn,3151.0,7148.0,2.268486194858775,Rice,West Bengal
24 paraganas south, 2004,Summer,55881.0,184157.0,3.295520838925574,Rice,West Bengal
24 paraganas south, 2004,Winter,338291.0,720977.0,2.131233169076328,Rice,West Bengal
24 paraganas south, 2005,Autumn,2163.0,6267.0,2.897364771151179,Rice,West Bengal
24 paraganas south, 2005,Summer,54729.0,157009.0,2.868844671015367,Rice,West Bengal
24 paraganas south, 2005,Winter,339079.0,682030.0,2.011419167804553,Rice,West Bengal
24 paraganas south, 2006,Autumn,8002.0,18174.0,2.271182204448888,Rice,West Bengal
24 paraganas south, 2006,Summer,76956.0,229965.0,2.988266022142523,Rice,West Bengal
24 paraganas south, 2006,Winter,330060.0,662961.0,2.008607525904381,Rice,West Bengal
24 paraganas south, 2007,Autumn,780.0,1793.0,2.298717948717949,Rice,West Bengal
24 paraganas south, 2007,Summer,67424.0,225880.0,3.350142382534409,Rice,West Bengal
24 paraganas south, 2007,Winter,324295.0,569092.0,1.754859001834749,Rice,West Bengal
24 paraganas south, 2008,Autumn,4374.0,9064.0,2.072245084590763,Rice,West Bengal
24 paraganas south, 2008,Summer,70032.0,189306.0,2.703135709389993,Rice,West Bengal
24 paraganas south, 2008,Winter,341567.0,721518.0,2.112376195592665,Rice,West Bengal
24 paraganas south, 2009,Autumn,3375.0,7686.0,2.277333333333333,Rice,West Bengal
24 paraganas south, 2009,Summer,66402.0,176732.0,2.661546338965694,Rice,West Bengal
24 paraganas south, 2009,Winter,314183.0,620950.0,1.976395922121821,Rice,West Bengal
24 paraganas south, 2010,Autumn,5755.0,11330.0,1.968722849695917,Rice,West Bengal
24 paraganas south, 2010,Summer,68304.0,216360.0,3.167603654251581,Rice,West Bengal
24 paraganas south, 2010,Winter,297915.0,628668.0,2.110226071194804,Rice,West Bengal
24 paraganas south, 2011,Autumn,7396.0,17323.0,2.342212006489995,Rice,West Bengal
24 paraganas south, 2011,Summer,67579.0,215172.0,3.184006866038266,Rice,West Bengal
24 paraganas south, 2011,Winter,313946.0,670597.0,2.136026577819115,Rice,West Bengal
24 paraganas south, 2012,Autumn,3887.0,8958.0,2.304605093902753,Rice,West Bengal
24 paraganas south, 2012,Summer,60283.0,181321.0,3.007829736409933,Rice,West Bengal
24 paraganas south, 2012,Winter,314185.0,714056.0,2.272724668586979,Rice,West Bengal
24 paraganas south, 2013,Autumn,4033.0,10921.0,2.707909744606992,Rice,West Bengal
24 paraganas south, 2013,Summer,72967.0,231508.0,3.172776734688284,Rice,West Bengal
24 paraganas south, 2013,Winter,316815.0,747982.0,2.360942505878825,Rice,West Bengal
24 paraganas south, 2014,Autumn,5050.0,12760.0,2.526732673267327,Rice,West Bengal
24 paraganas south, 2014,Summer,63392.0,211431.0,3.335294674406865,Rice,West Bengal
24 paraganas south, 2014,Winter,325501.0,794541.0,2.440978675948768,Rice,West Bengal
24 paraganas south, 2015,Autumn,4034.0,6605.0,1.637332672285573,Rice,West Bengal
24 paraganas south, 2015,Summer,68388.0,226426.0,3.310902497514184,Rice,West Bengal
24 paraganas south, 2015,Winter,319534.0,689776.0,2.158693597551434,Rice,West Bengal
24 paraganas south, 2016,Autumn,4719.0,12170.0,2.578936215299852,Rice,West Bengal
24 paraganas south, 2016,Summer,57608.0,200641.0,3.482866962921817,Rice,West Bengal
24 paraganas south, 2016,Winter,295347.0,675605.0,2.287495725367111,Rice,West Bengal
24 paraganas south, 2017,Autumn,4198.0,10948.0,2.607908527870415,Rice,West Bengal
24 paraganas south, 2017,Summer,79312.0,284769.0,3.590490720193666,Rice,West Bengal
24 paraganas south, 2017,Winter,296842.0,705045.0,2.375152437997318,Rice,West Bengal
24 paraganas south, 2018,Autumn,4290.0,12067.0,2.812820512820513,Rice,West Bengal
24 paraganas south, 2018,Summer,71380.0,257652.0,3.609582516110955,Rice,West Bengal
24 paraganas south, 2018,Winter,328566.0,814128.0,2.477821807490733,Rice,West Bengal
24 paraganas south, 2019,Autumn,5192.0,15612.0,3.00693374422188,Rice,West Bengal
24 paraganas south, 2019,Summer,84726.0,333165.0,3.932264003965725,Rice,West Bengal
24 paraganas south, 2019,Winter,327620.0,668868.0,2.041596972101825,Rice,West Bengal
bankura, 1997,Autumn,38211.0,88120.0,2.306142210358274,Rice,West Bengal
bankura, 1997,Summer,44617.0,135640.0,3.040096824080508,Rice,West Bengal
bankura, 1997,Winter,354447.0,973590.0,2.746785838221229,Rice,West Bengal
bankura, 1998,Autumn,34676.0,84680.0,2.442034836774714,Rice,West Bengal
bankura, 1998,Summer,56806.0,151825.0,2.672693025384643,Rice,West Bengal
bankura, 1998,Winter,294528.0,692470.0,2.35111772055628,Rice,West Bengal
bankura, 1999,Autumn,33206.0,76320.0,2.298379810877552,Rice,West Bengal
bankura, 1999,Summer,46486.0,126610.0,2.723615712257454,Rice,West Bengal
bankura, 1999,Winter,332424.0,794130.0,2.388906938127211,Rice,West Bengal
bankura, 2000,Autumn,22835.0,50450.0,2.209327786292971,Rice,West Bengal
bankura, 2000,Summer,39297.0,130899.0,3.331017634933965,Rice,West Bengal
bankura, 2000,Winter,333437.0,812060.0,2.435422583576508,Rice,West Bengal
bankura, 2001,Autumn,27144.0,69067.0,2.544466548776894,Rice,West Bengal
bankura, 2001,Summer,57043.0,140037.0,2.454937503286994,Rice,West Bengal
bankura, 2001,Winter,352283.0,1013371.0,2.876582179668051,Rice,West Bengal
bankura, 2002,Autumn,21786.0,59915.0,2.750160653630772,Rice,West Bengal
bankura, 2002,Summer,37953.0,113138.0,2.981002819276473,Rice,West Bengal
bankura, 2002,Winter,260685.0,756459.0,2.901812532366649,Rice,West Bengal
bankura, 2003,Autumn,20292.0,54153.0,2.668687167356594,Rice,West Bengal
bankura, 2003,Summer,35247.0,105837.0,3.002723636054132,Rice,West Bengal
bankura, 2003,Winter,264939.0,706993.0,2.668512374546594,Rice,West Bengal
bankura, 2004,Autumn,19366.0,53030.0,2.738304244552308,Rice,West Bengal
bankura, 2004,Summer,39644.0,102938.0,2.596559378468368,Rice,West Bengal
bankura, 2004,Winter,287815.0,802518.0,2.788311936486979,Rice,West Bengal
bankura, 2005,Autumn,15721.0,39188.0,2.492716748298454,Rice,West Bengal
bankura, 2005,Summer,55091.0,127113.0,2.307327875696575,Rice,West Bengal
bankura, 2005,Winter,316127.0,847144.0,2.679758451508413,Rice,West Bengal
bankura, 2006,Autumn,20337.0,53240.0,2.617888577469637,Rice,West Bengal
bankura, 2006,Summer,50430.0,139200.0,2.760261748958953,Rice,West Bengal
bankura, 2006,Winter,336129.0,945567.0,2.813107467668663,Rice,West Bengal
bankura, 2007,Autumn,20445.0,55077.0,2.693910491562729,Rice,West Bengal
bankura, 2007,Summer,67600.0,192173.0,2.842795857988166,Rice,West Bengal
bankura, 2007,Winter,328783.0,926283.0,2.817308072497666,Rice,West Bengal
bankura, 2008,Autumn,20880.0,55169.0,2.642193486590038,Rice,West Bengal
bankura, 2008,Summer,46705.0,128304.0,2.747114869928273,Rice,West Bengal
bankura, 2008,Winter,303565.0,842313.0,2.77473687678092,Rice,West Bengal
bankura, 2009,Autumn,13467.0,40636.0,3.017450063117249,Rice,West Bengal
bankura, 2009,Summer,45623.0,119400.0,2.617101023606514,Rice,West Bengal
bankura, 2009,Winter,318205.0,844882.0,2.655149981929888,Rice,West Bengal
bankura, 2010,Autumn,12991.0,29828.0,2.296051112308521,Rice,West Bengal
bankura, 2010,Summer,37048.0,110442.0,2.981051608723818,Rice,West Bengal
bankura, 2010,Winter,147983.0,367221.0,2.481508011055324,Rice,West Bengal
bankura, 2011,Autumn,16517.0,45377.0,2.747290670218563,Rice,West Bengal
bankura, 2011,Summer,42505.0,104441.0,2.457146218091989,Rice,West Bengal
bankura, 2011,Winter,317968.0,969693.0,3.049655940220399,Rice,West Bengal
bankura, 2012,Autumn,19012.0,55954.0,2.94308857563644,Rice,West Bengal
bankura, 2012,Summer,34831.0,113038.0,3.245327438201602,Rice,West Bengal
bankura, 2012,Winter,322444.0,864752.0,2.681867238962425,Rice,West Bengal
bankura, 2013,Autumn,19717.0,50308.0,2.551503778465284,Rice,West Bengal
bankura, 2013,Summer,40009.0,120562.0,3.013371991301957,Rice,West Bengal
bankura, 2013,Winter,317884.0,874486.0,2.750959469492016,Rice,West Bengal
bankura, 2014,Autumn,21698.0,68762.0,3.169047838510462,Rice,West Bengal
bankura, 2014,Summer,40185.0,120678.0,3.003060843598357,Rice,West Bengal
bankura, 2014,Winter,294204.0,794716.0,2.701241315549755,Rice,West Bengal
bankura, 2015,Autumn,19164.0,56819.0,2.964882070548946,Rice,West Bengal
bankura, 2015,Summer,40379.0,124587.0,3.085440451719954,Rice,West Bengal
bankura, 2015,Winter,301070.0,809237.0,2.687869930580928,Rice,West Bengal
bankura, 2016,Autumn,21971.0,59208.0,2.69482499658641,Rice,West Bengal
bankura, 2016,Summer,44667.0,145354.0,3.254169745001903,Rice,West Bengal
bankura, 2016,Winter,309989.0,853677.0,2.753894493030398,Rice,West Bengal
bankura, 2017,Autumn,21109.0,55196.0,2.614808849305983,Rice,West Bengal
bankura, 2017,Summer,49343.0,168128.0,3.407332347040107,Rice,West Bengal
bankura, 2017,Winter,314162.0,858161.0,2.731587524907532,Rice,West Bengal
bankura, 2018,Autumn,24554.0,68551.0,2.791846542314898,Rice,West Bengal
bankura, 2018,Summer,43147.0,125386.0,2.906018958444388,Rice,West Bengal
bankura, 2018,Winter,316502.0,727999.0,2.300140283473722,Rice,West Bengal
bankura, 2019,Autumn,21699.0,53991.0,2.488179178763998,Rice,West Bengal
bankura, 2019,Summer,52507.0,151641.0,2.888014931342488,Rice,West Bengal
