district,year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),Crop,State
purulia, 2015,Rabi,56.0,108.0,1.928571428571429,Groundnut,West Bengal
purulia, 2016,Autumn,775.0,792.0,1.021935483870968,Groundnut,West Bengal
purulia, 2016,Rabi,51.0,98.0,1.92156862745098,Groundnut,West Bengal
purulia, 2017,Autumn,954.0,1199.0,1.256813417190776,Groundnut,West Bengal
purulia, 2017,Rabi,46.0,59.0,1.282608695652174,Groundnut,West Bengal
purulia, 2018,Autumn,3215.0,3038.0,0.944945567651633,Groundnut,West Bengal
purulia, 2018,Rabi,100.0,189.0,1.89,Groundnut,West Bengal
purulia, 2018,Summer,9.0,34.0,3.777777777777778,Groundnut,West Bengal
purulia, 2019,Autumn,3270.0,3679.0,1.125076452599388,Groundnut,West Bengal
purulia, 2019,Summer,28.0,81.0,2.892857142857143,Groundnut,West Bengal
bankura, 1997,Kharif,190.0,45.0,0.2368421052631579,Horse-gram,West Bengal
bankura, 1998,Rabi,218.0,55.0,0.2522935779816514,Horse-gram,West Bengal
bankura, 1999,Rabi,107.0,41.0,0.3831775700934579,Horse-gram,West Bengal
bankura, 2000,Rabi,107.0,41.0,0.3831775700934579,Horse-gram,West Bengal
bankura, 2001,Rabi,42.0,8.0,0.1904761904761905,Horse-gram,West Bengal
bankura, 2002,Rabi,652.0,189.0,0.2898773006134969,Horse-gram,West Bengal
bankura, 2003,Rabi,232.0,45.0,0.1939655172413793,Horse-gram,West Bengal
bankura, 2004,Rabi,52.0,11.0,0.2115384615384615,Horse-gram,West Bengal
bankura, 2005,Rabi,57.0,18.0,0.3157894736842105,Horse-gram,West Bengal
bankura, 2006,Rabi,59.0,20.0,0.3389830508474576,Horse-gram,West Bengal
bankura, 2007,Rabi,26.0,12.0,0.4615384615384616,Horse-gram,West Bengal
bankura, 2008,Rabi,23.0,11.0,0.4782608695652174,Horse-gram,West Bengal
bankura, 2009,Rabi,13.0,6.0,0.4615384615384616,Horse-gram,West Bengal
bankura, 2010,Kharif,46.0,27.0,0.5869565217391305,Horse-gram,West Bengal
bankura, 2011,Kharif,22.0,9.0,0.4090909090909091,Horse-gram,West Bengal
bankura, 2012,Kharif,27.0,14.0,0.5185185185185185,Horse-gram,West Bengal
bankura, 2013,Kharif,23.0,11.0,0.4782608695652174,Horse-gram,West Bengal
bankura, 2014,Rabi,24.0,11.0,0.4583333333333333,Horse-gram,West Bengal
bankura, 2015,Rabi,25.0,12.0,0.48,Horse-gram,West Bengal
bankura, 2016,Rabi,26.0,13.0,0.5,Horse-gram,West Bengal
bankura, 2017,Rabi,15.0,7.0,0.4666666666666667,Horse-gram,West Bengal
bankura, 2018,Rabi,45.0,20.0,0.4444444444444444,Horse-gram,West Bengal
bankura, 2019,Rabi,45.0,19.0,0.4222222222222222,Horse-gram,West Bengal
birbhum, 1997,Kharif,43.0,22.0,0.5116279069767442,Horse-gram,West Bengal
birbhum, 1998,Rabi,44.0,22.0,0.5,Horse-gram,West Bengal
birbhum, 1999,Rabi,149.0,76.0,0.5100671140939598,Horse-gram,West Bengal
birbhum, 2000,Rabi,141.0,72.0,0.5106382978723404,Horse-gram,West Bengal
birbhum, 2001,Rabi,104.0,53.0,0.5096153846153846,Horse-gram,West Bengal
birbhum, 2002,Rabi,118.0,60.0,0.5084745762711864,Horse-gram,West Bengal
birbhum, 2003,Rabi,95.0,29.0,0.3052631578947368,Horse-gram,West Bengal
birbhum, 2004,Rabi,163.0,37.0,0.2269938650306748,Horse-gram,West Bengal
birbhum, 2005,Rabi,180.0,56.0,0.3111111111111111,Horse-gram,West Bengal
birbhum, 2006,Rabi,150.0,61.0,0.4066666666666667,Horse-gram,West Bengal
birbhum, 2007,Rabi,165.0,66.0,0.4,Horse-gram,West Bengal
birbhum, 2008,Rabi,177.0,73.0,0.4124293785310734,Horse-gram,West Bengal
birbhum, 2009,Rabi,202.0,81.0,0.400990099009901,Horse-gram,West Bengal
birbhum, 2010,Kharif,153.0,62.0,0.4052287581699346,Horse-gram,West Bengal
birbhum, 2011,Kharif,179.0,72.0,0.4022346368715084,Horse-gram,West Bengal
birbhum, 2012,Kharif,178.0,72.0,0.4044943820224719,Horse-gram,West Bengal
birbhum, 2013,Kharif,178.0,72.0,0.4044943820224719,Horse-gram,West Bengal
birbhum, 2014,Rabi,178.0,72.0,0.4044943820224719,Horse-gram,West Bengal
birbhum, 2015,Rabi,179.0,72.0,0.4022346368715084,Horse-gram,West Bengal
birbhum, 2016,Rabi,178.0,72.0,0.4044943820224719,Horse-gram,West Bengal
birbhum, 2017,Rabi,110.0,50.0,0.4545454545454545,Horse-gram,West Bengal
birbhum, 2018,Rabi,83.0,59.0,0.7108433734939759,Horse-gram,West Bengal
birbhum, 2019,Rabi,130.0,90.0,0.6923076923076923,Horse-gram,West Bengal
coochbehar, 1998,Rabi,10.0,4.0,0.4,Horse-gram,West Bengal
coochbehar, 1999,Rabi,10.0,4.0,0.4,Horse-gram,West Bengal
coochbehar, 2000,Rabi,30.0,12.0,0.4,Horse-gram,West Bengal
coochbehar, 2003,Rabi,140.0,84.0,0.6,Horse-gram,West Bengal
coochbehar, 2004,Rabi,50.0,31.0,0.62,Horse-gram,West Bengal
coochbehar, 2005,Rabi,70.0,46.0,0.6571428571428571,Horse-gram,West Bengal
